Place_ID,Place_Name,Deskripsi,Kategori,Harga,lokasi,fasilitas,Metadata
67,Desa Wisata Kelor,"Desa wisata Kelor merupakan salah satu desa yang ada di kabupaten Sleman yang saat ini sedang dikembangkan menjadi desa wisata. Desa wisata Kelor ini menawarkan suasana pedesaan yang penduduknya bermata pencaharian sebagai petani, peternak, dan budidaya jamur. Banyak tanaman hijau yang membentang luas dengan pemandangan alam yang asri. Desa wisata Kelor ini memiliki masyarakat yang ramah dan memiliki lingkungan desa yang sangat nyaman. Desa Kelor ini juga memiliki sungai, dan air di sungai tersebut masih jernih dan indah.",Outdoor,0,Kabupaten Sleman,"Wisata desa, homestay, kuliner lokal, aktivitas pedesaan, taman bunga, toko kerajinan.","67 Desa Wisata Kelor Desa wisata Kelor merupakan salah satu desa yang ada di kabupaten Sleman yang saat ini sedang dikembangkan menjadi desa wisata. Desa wisata Kelor ini menawarkan suasana pedesaan yang penduduknya bermata pencaharian sebagai petani, peternak, dan budidaya jamur. Banyak tanaman hijau yang membentang luas dengan pemandangan alam yang asri. Desa wisata Kelor ini memiliki masyarakat yang ramah dan memiliki lingkungan desa yang sangat nyaman. Desa Kelor ini juga memiliki sungai, dan air di sungai tersebut masih jernih dan indah. Outdoor 0 Kabupaten Sleman Wisata desa, homestay, kuliner lokal, aktivitas pedesaan, taman bunga, toko kerajinan."
68,Pantai Patihan,"Pantai Patihan adalah salah satu pantai yang terletak di Desa Ngobaran, Kecamatan Tanjungsari, Kabupaten Gunungkidul, Yogyakarta, Indonesia. Pantai ini memiliki sejarah yang kaya sebagai tempat pemujaan para petani laut dan nelayan setempat. Alamatnya berada sekitar 38 kilometer dari pusat Kota Yogyakarta, dapat dijangkau dengan kendaraan pribadi atau angkutan umum. Pantai Patihan dikenal dengan keindahan alamnya yang eksotis, dengan garis pantai berpasir putih yang luas, ombak yang tenang, serta batu karang yang unik. Selain itu, terdapat pohon-pohon kelapa yang rindang, menambah keindahan panorama pantai ini. Tempat ini juga sering digunakan sebagai lokasi ritual tradisional oleh masyarakat setempat. Di sini, wisatawan dapat menikmati keindahan alam serta suasana yang tenang dan damai di tepi Samudera Hindia.",Outdoor,5000,Kabupaten Gunungkidul,"Pantai eksotis, spot berjemur, olahraga air, warung makan pantai, pemandangan laut, spot nelayan.","68 Pantai Patihan Pantai Patihan adalah salah satu pantai yang terletak di Desa Ngobaran, Kecamatan Tanjungsari, Kabupaten Gunungkidul, Yogyakarta, Indonesia. Pantai ini memiliki sejarah yang kaya sebagai tempat pemujaan para petani laut dan nelayan setempat. Alamatnya berada sekitar 38 kilometer dari pusat Kota Yogyakarta, dapat dijangkau dengan kendaraan pribadi atau angkutan umum. Pantai Patihan dikenal dengan keindahan alamnya yang eksotis, dengan garis pantai berpasir putih yang luas, ombak yang tenang, serta batu karang yang unik. Selain itu, terdapat pohon-pohon kelapa yang rindang, menambah keindahan panorama pantai ini. Tempat ini juga sering digunakan sebagai lokasi ritual tradisional oleh masyarakat setempat. Di sini, wisatawan dapat menikmati keindahan alam serta suasana yang tenang dan damai di tepi Samudera Hindia. Outdoor 5000 Kabupaten Gunungkidul Pantai eksotis, spot berjemur, olahraga air, warung makan pantai, pemandangan laut, spot nelayan."
69,Pantai Kukup,"Pantai Kukup adalah salah satu pantai yang memiliki hamparan pasir putih yang terkenal di Kabupaten Gunung Kidul, Yogyakarta. Selain memiliki pemandangan pantai yang cantik, pantai ini juga memberikan keunikan tersendiri. Di pantai ini terdapat pulau Karang yang menjadi daya tarik utama bagi para wisatawan lokal atau mancanegara. Karena di pulau Karang ini para wisatawan dapat menikmati keindahan pantai yang sangat menawan. Pantai cantik ini berada di sebelah timurnya Pantai Baron, kurang lebih berjarak sekitar 1 km. Tepatnya berada di Desa Kemadang, Kecamatan Tanjungsari, Kabupaten Gunung Kidul, Yogyakarta. Pantai Kukup ini masih dalam satu barisan dengan Pantai Baron, Pantai Krakal, Pantai Sundak, Pantai Sepanjang dan pantai-pantai lainnya. Jarak dari Kota Jogja ke pantai ini sekitar 40 km sedangkan jarak dari Kota Wonosari sekitar 25 km.",Outdoor,10000,Kabupaten Gunungkidul,"Pantai berbatu, area snorkeling, spot foto, kegiatan pantai, warung makan, pemandangan laut.","69 Pantai Kukup Pantai Kukup adalah salah satu pantai yang memiliki hamparan pasir putih yang terkenal di Kabupaten Gunung Kidul, Yogyakarta. Selain memiliki pemandangan pantai yang cantik, pantai ini juga memberikan keunikan tersendiri. Di pantai ini terdapat pulau Karang yang menjadi daya tarik utama bagi para wisatawan lokal atau mancanegara. Karena di pulau Karang ini para wisatawan dapat menikmati keindahan pantai yang sangat menawan. Pantai cantik ini berada di sebelah timurnya Pantai Baron, kurang lebih berjarak sekitar 1 km. Tepatnya berada di Desa Kemadang, Kecamatan Tanjungsari, Kabupaten Gunung Kidul, Yogyakarta. Pantai Kukup ini masih dalam satu barisan dengan Pantai Baron, Pantai Krakal, Pantai Sundak, Pantai Sepanjang dan pantai-pantai lainnya. Jarak dari Kota Jogja ke pantai ini sekitar 40 km sedangkan jarak dari Kota Wonosari sekitar 25 km. Outdoor 10000 Kabupaten Gunungkidul Pantai berbatu, area snorkeling, spot foto, kegiatan pantai, warung makan, pemandangan laut."
70,Pantai Ngrawe (Mesra),"Kabupaten Gunungkidul jadi salah satu wilayah di Yogyakarta dengan koleksi pantai terbanyak. Tak terhitung jumlah pantai yang ada di sepanjang pesisir selatannya. Ada yang tetap alami, ada juga yang sengaja mendapat sentuhan agar lebih apik. Salah satunya adalah Pantai Ngrawe yang terletak di Kemadang, Gunungkidul. Sebagai pantai wisata, pantai yang juga terkenal dengan Pantai Mesra ini populer berkat kekuatan media sosial. Sementara pantai lainnya menawarkan keindahan alami, Pantai Ngrawe justru menyajikan konsep â€œtamanâ€ yang tidak biasa. Tertarik untuk mencoba berwisata di taman pinggir pantai? Pantai ini bisa jadi pilihan yang tepat!",Outdoor,10000,Kabupaten Gunungkidul,"Pantai tenang, area berjemur, olahraga air, warung makan pantai, spot fotografi, fasilitas toilet.","70 Pantai Ngrawe (Mesra) Kabupaten Gunungkidul jadi salah satu wilayah di Yogyakarta dengan koleksi pantai terbanyak. Tak terhitung jumlah pantai yang ada di sepanjang pesisir selatannya. Ada yang tetap alami, ada juga yang sengaja mendapat sentuhan agar lebih apik. Salah satunya adalah Pantai Ngrawe yang terletak di Kemadang, Gunungkidul. Sebagai pantai wisata, pantai yang juga terkenal dengan Pantai Mesra ini populer berkat kekuatan media sosial. Sementara pantai lainnya menawarkan keindahan alami, Pantai Ngrawe justru menyajikan konsep â€œtamanâ€ yang tidak biasa. Tertarik untuk mencoba berwisata di taman pinggir pantai? Pantai ini bisa jadi pilihan yang tepat! Outdoor 10000 Kabupaten Gunungkidul Pantai tenang, area berjemur, olahraga air, warung makan pantai, spot fotografi, fasilitas toilet."
71,Pantai Ngobaran,"Pantai Ngobaran merupakan salah satu tempat wisata alam yang terletak di gugusan laut pantai selatan tepatnya di Desa Kanigoro, kecamatan Saptosari Kabupaten Gunungkidul Daerah Istimewa Yogyakarta 2 km dari pantai Ngrenehan.Pantai ini sangat indah jika air surut maka tampaklah kolam kolam kecil yang terbentuk dari karang karang yang tertutp oleh alga (rumput laut yang hijau sebagai bahan baku kosmetik) dan terdapat banyak biota laut lainnya yang mungkin terjebak di kolam karang tersebut. Hal inilah yang menopanng kehidupan nelayan darat yakni para nelayan yang tidak memerlukan kapal atau perahu untuk mendapatkan hasil laut cukup beraktivitas dipinggir pantai. Biota laut yang sering di dapat adalah Lobster, landak laut, kerang-kerangan, bintang laut dan rumput laut itu sendiri tentunya .",Outdoor,5000,Kabupaten Gunungkidul,"Pantai eksotis, area berjemur, kegiatan pantai, warung makan pantai, pemandangan laut, tempat parkir.","71 Pantai Ngobaran Pantai Ngobaran merupakan salah satu tempat wisata alam yang terletak di gugusan laut pantai selatan tepatnya di Desa Kanigoro, kecamatan Saptosari Kabupaten Gunungkidul Daerah Istimewa Yogyakarta 2 km dari pantai Ngrenehan.Pantai ini sangat indah jika air surut maka tampaklah kolam kolam kecil yang terbentuk dari karang karang yang tertutp oleh alga (rumput laut yang hijau sebagai bahan baku kosmetik) dan terdapat banyak biota laut lainnya yang mungkin terjebak di kolam karang tersebut. Hal inilah yang menopanng kehidupan nelayan darat yakni para nelayan yang tidak memerlukan kapal atau perahu untuk mendapatkan hasil laut cukup beraktivitas dipinggir pantai. Biota laut yang sering di dapat adalah Lobster, landak laut, kerang-kerangan, bintang laut dan rumput laut itu sendiri tentunya . Outdoor 5000 Kabupaten Gunungkidul Pantai eksotis, area berjemur, kegiatan pantai, warung makan pantai, pemandangan laut, tempat parkir."
72,Pantai Pulang Sawal,"Pantai Pulang Sawal yang ada di Kecamatan Tepus bisa dicoba. Wisatawan lebih akrab dengan nama Indrayanti untuk merujuk pantai ini. Tidak hanya pengunjung lokal, wisatawan mancanegara pun terpikat dengan pesonanya.",Outdoor,10000,Kabupaten Gunungkidul,"Pantai bersih, olahraga air, spot berjemur, warung makan pantai, pemandangan laut, spot fotografi.","72 Pantai Pulang Sawal Pantai Pulang Sawal yang ada di Kecamatan Tepus bisa dicoba. Wisatawan lebih akrab dengan nama Indrayanti untuk merujuk pantai ini. Tidak hanya pengunjung lokal, wisatawan mancanegara pun terpikat dengan pesonanya. Outdoor 10000 Kabupaten Gunungkidul Pantai bersih, olahraga air, spot berjemur, warung makan pantai, pemandangan laut, spot fotografi."
73,Pantai Baron,"Pantai Baron adalah salah satu objek wisata berupa pantai yang terletak di Desa Kemadang, Kecamatan Tanjungsari, Kabupaten Gunungkidul. Lokasi Pantai Baron dapat ditempuh 40 km daeri pusat kota Yogyakarta. Asal mula nama Pantai Baron berasal dari nama seorang bangsawan asal Belanda yang bernama Baron Skeber. Bangsawan tersebut pernah mendaratkan kapalnya di pantai selatan tepatnya di pantai yang saat ini terkenal dengan sebutan Pantai Baron. Jalan menuju objek wisata Pantai Baron cukup baik untuk dilalui kendaraan pribadi, sepeda motor dan bus.Objek wisata Pantai Baron merupakan pantai yang membentuk cekungan. Seperti pantai lainnya, di Pantai Baron tersedia aneka ikan laut beserta olahannya. Ikan yang biasanya dijual di Pantai Baron adalah udang windu, kakap, bawal putih dan tongkol. Pantai Baron memiliki fasilitas berupa tempat pelelangan ikan, wahana permainan anak-anak, perahu bermesin, dan toko cenderamata. Buah sirkaya, pisang tanduk, sirsak, dan berbagai macam cenderamata yang terbuat dari kerang laut. Cenderamata berbahan kerang yang banyak dijual di Pantai Baron adalah bros, tirai kerang, lampu hias, cermin berhias karang, figura, dan aneka karakter hewan yang juga terbuat dari kerang laut.Upacara sedekah laut adalah upacara yang masih sering dilakukan oleh masyarakat Gunungkidul. Pantai Baron adalah salah satu tempat untuk menyelenggarakan upacara sedekah laut tersebut. Upacara sedekah laut diselenggarakan setiap tanggal satu Syuro dalam penanggalan Jawa. Upacara sedekah laut dilakukan sebagai ungkapan rasa syukur penduduk setempat atas melimpahnya tangkapan ikan di Pantai Baron. Awalnya, sebagaian besar penduduk di sekitar Pantai Baron bukanlah nelayan melainkan petani yang mengolah kebun. Suatu ketika ada seseorang yang memulai menangkap ikan di pinggiran pantai dan mendapatkan banyak ikan, kemudian banyak penduduk yang mengikuti orang tersebut untuk menangkap ikan. Semakin lama, ikan di pinggir pantai semakin sedikit kemudian penduduk mencoba menangkap ikan ketengah laut menggunakan rakit kayu. Adanya kapal di pantai ini karena suatu ketika terjadi tragedi nelayan yang saat menangkap ikan di tengah laut digigit oleh ikan hiu maka kabar ini pun tersiar di mana-mana dan menjadikan pemerintah menyumbangkan perahu untuk nelayan Pantai Baron.Keunikan Pantai Baron adalah adanya sunga bawah tanah yang mengalir cukup deras ke arah lautan. Sungai bawah tanah tersebut mengalir ke arah laut dan membentuk sebuah sungai. Uniknya sungai bawah tanah yang ada di Pantai Baron adalah rasa airnya yang tawar meskipun berada sangat dekat dengan laut. Pengunjung yang tidak berani bermain dan berenang di laut dapat bermain air dan berenang dialiran sungai bawah tanah tersebut. Pemandangan lain yang ada di Pantai Baron adalah sebuah bukit yang berada di sekitar pantai. Pengunjung dapat menikmati keindahan pantai dari atas bukit tersebut.",Outdoor,10000,Kabupaten Gunungkidul,"Pantai pasir putih, aktivitas pantai, spot berjemur, warung makan pantai, pemandangan laut, tempat parkir.","73 Pantai Baron Pantai Baron adalah salah satu objek wisata berupa pantai yang terletak di Desa Kemadang, Kecamatan Tanjungsari, Kabupaten Gunungkidul. Lokasi Pantai Baron dapat ditempuh 40 km daeri pusat kota Yogyakarta. Asal mula nama Pantai Baron berasal dari nama seorang bangsawan asal Belanda yang bernama Baron Skeber. Bangsawan tersebut pernah mendaratkan kapalnya di pantai selatan tepatnya di pantai yang saat ini terkenal dengan sebutan Pantai Baron. Jalan menuju objek wisata Pantai Baron cukup baik untuk dilalui kendaraan pribadi, sepeda motor dan bus.Objek wisata Pantai Baron merupakan pantai yang membentuk cekungan. Seperti pantai lainnya, di Pantai Baron tersedia aneka ikan laut beserta olahannya. Ikan yang biasanya dijual di Pantai Baron adalah udang windu, kakap, bawal putih dan tongkol. Pantai Baron memiliki fasilitas berupa tempat pelelangan ikan, wahana permainan anak-anak, perahu bermesin, dan toko cenderamata. Buah sirkaya, pisang tanduk, sirsak, dan berbagai macam cenderamata yang terbuat dari kerang laut. Cenderamata berbahan kerang yang banyak dijual di Pantai Baron adalah bros, tirai kerang, lampu hias, cermin berhias karang, figura, dan aneka karakter hewan yang juga terbuat dari kerang laut.Upacara sedekah laut adalah upacara yang masih sering dilakukan oleh masyarakat Gunungkidul. Pantai Baron adalah salah satu tempat untuk menyelenggarakan upacara sedekah laut tersebut. Upacara sedekah laut diselenggarakan setiap tanggal satu Syuro dalam penanggalan Jawa. Upacara sedekah laut dilakukan sebagai ungkapan rasa syukur penduduk setempat atas melimpahnya tangkapan ikan di Pantai Baron. Awalnya, sebagaian besar penduduk di sekitar Pantai Baron bukanlah nelayan melainkan petani yang mengolah kebun. Suatu ketika ada seseorang yang memulai menangkap ikan di pinggiran pantai dan mendapatkan banyak ikan, kemudian banyak penduduk yang mengikuti orang tersebut untuk menangkap ikan. Semakin lama, ikan di pinggir pantai semakin sedikit kemudian penduduk mencoba menangkap ikan ketengah laut menggunakan rakit kayu. Adanya kapal di pantai ini karena suatu ketika terjadi tragedi nelayan yang saat menangkap ikan di tengah laut digigit oleh ikan hiu maka kabar ini pun tersiar di mana-mana dan menjadikan pemerintah menyumbangkan perahu untuk nelayan Pantai Baron.Keunikan Pantai Baron adalah adanya sunga bawah tanah yang mengalir cukup deras ke arah lautan. Sungai bawah tanah tersebut mengalir ke arah laut dan membentuk sebuah sungai. Uniknya sungai bawah tanah yang ada di Pantai Baron adalah rasa airnya yang tawar meskipun berada sangat dekat dengan laut. Pengunjung yang tidak berani bermain dan berenang di laut dapat bermain air dan berenang dialiran sungai bawah tanah tersebut. Pemandangan lain yang ada di Pantai Baron adalah sebuah bukit yang berada di sekitar pantai. Pengunjung dapat menikmati keindahan pantai dari atas bukit tersebut. Outdoor 10000 Kabupaten Gunungkidul Pantai pasir putih, aktivitas pantai, spot berjemur, warung makan pantai, pemandangan laut, tempat parkir."
74,Pantai Pok Tunggal,"Pantai Pok Tunggal atau biasa disebut ""the hidden paradise"" (surga yang tersembunyi) adalah salah satu objek wisata yang ada di Yogyakarta tepatnya di Desa Tepus, Tepus, Gunung Kidul, Yogyakarta. Jika dihitung dari kota, maka jarak tempuhnya sejauh 80 km atau sekitar 2 jam perjalanan.\nNama Pantai Pok Tunggal diambil karena dipantai tersebut terdapat sebuah pohon duras tua yang berdiri kokoh hingga saat ini. Pantai ini dikelilingi oleh tebing perbukitan karst. Terdapat tebing-tebing karang yang ditumbuhi oleh pepohonan yang lebat dan didalamnya dihuni oleh kera-kera yang jinak. Uniknya, pantai ini memiliki aliran sungai air tawar dibawah tanah yang menjadi sumber kehidupan bagi masyarakat sekitar pantai. Layaknya pantai selatan lainnya, Pantai Pok Tunggal memiliki pasir putih yang halus dan membentang sepanjang pantai. Sampai saat ini Pantai Pok Tunggal masih terjaga kebersihan dan kealamiannya.\nPantai ini sangat ramai dikunjungi baik saat liburan maupun saat hari biasa. Terdapat banyak sekali aktivitas-aktivitas yang ditawarkan di Pantai Pok Tunggal, seperti diving, snorkeling, berenang, berkemah, berfoto di spot-spot foto yang indah, hingga aktivitas ekstrem seperti rock climbing.",Outdoor,10000,Kabupaten Gunungkidul,"Pantai sepi, spot berjemur, olahraga air, warung makan pantai, pemandangan laut, fasilitas toilet.","74 Pantai Pok Tunggal Pantai Pok Tunggal atau biasa disebut ""the hidden paradise"" (surga yang tersembunyi) adalah salah satu objek wisata yang ada di Yogyakarta tepatnya di Desa Tepus, Tepus, Gunung Kidul, Yogyakarta. Jika dihitung dari kota, maka jarak tempuhnya sejauh 80 km atau sekitar 2 jam perjalanan.\nNama Pantai Pok Tunggal diambil karena dipantai tersebut terdapat sebuah pohon duras tua yang berdiri kokoh hingga saat ini. Pantai ini dikelilingi oleh tebing perbukitan karst. Terdapat tebing-tebing karang yang ditumbuhi oleh pepohonan yang lebat dan didalamnya dihuni oleh kera-kera yang jinak. Uniknya, pantai ini memiliki aliran sungai air tawar dibawah tanah yang menjadi sumber kehidupan bagi masyarakat sekitar pantai. Layaknya pantai selatan lainnya, Pantai Pok Tunggal memiliki pasir putih yang halus dan membentang sepanjang pantai. Sampai saat ini Pantai Pok Tunggal masih terjaga kebersihan dan kealamiannya.\nPantai ini sangat ramai dikunjungi baik saat liburan maupun saat hari biasa. Terdapat banyak sekali aktivitas-aktivitas yang ditawarkan di Pantai Pok Tunggal, seperti diving, snorkeling, berenang, berkemah, berfoto di spot-spot foto yang indah, hingga aktivitas ekstrem seperti rock climbing. Outdoor 10000 Kabupaten Gunungkidul Pantai sepi, spot berjemur, olahraga air, warung makan pantai, pemandangan laut, fasilitas toilet."
75,Hutan Pinus Asri,"Hampir semua kawasan di daerah Dlingo dan sekitarnya banyak ditumbuhi pohon pinus. Salah satunya adalah kawasan Hutan Pinus Asri yang ada di Dusun Karangasem. Karena keindahannya, tak heran jika banyak wisatawan datang untuk berfoto. Udara sejuk berkolaborasi dengan jajaran pohon pinus nan indah. Jika diperhatikan, pemandangan pohon pinus ini terlihat seperti pemandangan di Northwest Pacific. Apalagi, kabut tipis di pagi hari menyelimuti dengan tenangnya.",Outdoor,2500,Kabupaten Bantul,"Hutan pinus, trekking, area berkemah, spot sunrise/sunset, spot foto alam, gazebo.","75 Hutan Pinus Asri Hampir semua kawasan di daerah Dlingo dan sekitarnya banyak ditumbuhi pohon pinus. Salah satunya adalah kawasan Hutan Pinus Asri yang ada di Dusun Karangasem. Karena keindahannya, tak heran jika banyak wisatawan datang untuk berfoto. Udara sejuk berkolaborasi dengan jajaran pohon pinus nan indah. Jika diperhatikan, pemandangan pohon pinus ini terlihat seperti pemandangan di Northwest Pacific. Apalagi, kabut tipis di pagi hari menyelimuti dengan tenangnya. Outdoor 2500 Kabupaten Bantul Hutan pinus, trekking, area berkemah, spot sunrise/sunset, spot foto alam, gazebo."
76,Pasar Kebon Empring Bintaran,"Pasar Kebon Empring merupakan salah satu objek wisata di Kecamatan Piyungan yang menawarkan kuliner tradisional seperti sego atau nasi wader, jangan lombok, sego lele, sego welut, sego wiwit, tengkleng, sego mentel, geblek hingga dawet batok dan seruni. Harga yang ditawarkan relatif murah, mulai dari Rp3.000 sampai Rp17.000. Pasar Kebon Pring mulai dibuka untuk kunjungan wisatawan pada 17 Mei 2018. Dinamakan Pasar Kebon Empring karena hampir sekeliling objek wisata tersebut adalah pohon bambu atau empring dalam bahasa jawa. Lokasi tersebut mulai menjadi objek wisata awalnya karena banyak orang yang berswafoto di jembatan Kali Gawe dalam lokasi pasar Kebon Empring. Setelah jembatan Kali Gawe diresmikan pada Februari 2018, empat bulan kemudian warga setempat memanfaatkannya dan mengembangkan menjadi lokasi wisata dengan menambah sarana dan prasarana penunjang wisata seperti taman, destinasi swafoto, bale di atas Kali Gawe.",Outdoor,0,Kabupaten Bantul,"Pasar tradisional, belanja oleh-oleh, jajanan khas, kerajinan tangan, toko suvenir, area kuliner.","76 Pasar Kebon Empring Bintaran Pasar Kebon Empring merupakan salah satu objek wisata di Kecamatan Piyungan yang menawarkan kuliner tradisional seperti sego atau nasi wader, jangan lombok, sego lele, sego welut, sego wiwit, tengkleng, sego mentel, geblek hingga dawet batok dan seruni. Harga yang ditawarkan relatif murah, mulai dari Rp3.000 sampai Rp17.000. Pasar Kebon Pring mulai dibuka untuk kunjungan wisatawan pada 17 Mei 2018. Dinamakan Pasar Kebon Empring karena hampir sekeliling objek wisata tersebut adalah pohon bambu atau empring dalam bahasa jawa. Lokasi tersebut mulai menjadi objek wisata awalnya karena banyak orang yang berswafoto di jembatan Kali Gawe dalam lokasi pasar Kebon Empring. Setelah jembatan Kali Gawe diresmikan pada Februari 2018, empat bulan kemudian warga setempat memanfaatkannya dan mengembangkan menjadi lokasi wisata dengan menambah sarana dan prasarana penunjang wisata seperti taman, destinasi swafoto, bale di atas Kali Gawe. Outdoor 0 Kabupaten Bantul Pasar tradisional, belanja oleh-oleh, jajanan khas, kerajinan tangan, toko suvenir, area kuliner."
77,"Bukit Paralayang, Watugupit","Bukit Paralayang Parangtritis merupakan tempat wisata di Yogyakarta, tempat ini mensajikan pemandangan pantai parangtritis dari atas bukit dengan ketinggian 900 mdpl dan pemandangan matahari terbenam. selain itu di bukit paralayang parangtritis terdapat olahraga ekstrem paralayang, bagi wisatawan yang tertarik,terdapat ahli yang mendampingi. Awalnya bukit ini hanya perbukitan biasa. Kemudian pada tahun 1991 dibuat landasan beton pertama yang digunakan untuk olahraga paralayang. Kemudian dilanjutkan pembangunan fasilitas pendopo, tangga, dan area parkir pada tahun 1998",Outdoor,5000,Kabupaten Bantul,"Bukit tinggi, olahraga paralayang, spot sunrise/sunset, area piknik, spot foto, tempat bersantai.","77 Bukit Paralayang, Watugupit Bukit Paralayang Parangtritis merupakan tempat wisata di Yogyakarta, tempat ini mensajikan pemandangan pantai parangtritis dari atas bukit dengan ketinggian 900 mdpl dan pemandangan matahari terbenam. selain itu di bukit paralayang parangtritis terdapat olahraga ekstrem paralayang, bagi wisatawan yang tertarik,terdapat ahli yang mendampingi. Awalnya bukit ini hanya perbukitan biasa. Kemudian pada tahun 1991 dibuat landasan beton pertama yang digunakan untuk olahraga paralayang. Kemudian dilanjutkan pembangunan fasilitas pendopo, tangga, dan area parkir pada tahun 1998 Outdoor 5000 Kabupaten Bantul Bukit tinggi, olahraga paralayang, spot sunrise/sunset, area piknik, spot foto, tempat bersantai."
78,Kampung Wisata Dipowinatan,"Kampung Wisata Dipowinatan adalah sebuah kampung yang dikembangkan oleh Dinas Pariwisata Yogyakarta untuk tujuan pariwisata. Kampung tersebut merupakan salah satu dari 17 yang saat ini sedang dikembangkan oleh Pemerintah Kota Yogyakarta. Pepatnya, Kampung Dipowinatan terdapat di Kelurahan Keparakan, Kecamatan Mergangsan, Kota Yogyakarta. Keunggulan utama yang ditonjolkan oleh kampung itu adalah adanya konsep live in atau rekreasi yang berpadu dengan masyarakat sekitar sekaligus membaur dengan unsur budaya dan lokalitas masyarakat yang ada. Di dalam kampung tersebut, pengunjung akan disuguhi beberapa fasilitas unik seperti berkunjung ke rumah-rumah keluarga Jawa dengan mengenakan pakaian adat Jawa dan ditambah dengan adanya hiburan kesenian sekaligus sajian kuliner khas Jawa.",Outdoor,220000,Kabupaten Sleman,"Wisata desa, homestay, kuliner lokal, aktivitas pedesaan, taman bunga, toko kerajinan.","78 Kampung Wisata Dipowinatan Kampung Wisata Dipowinatan adalah sebuah kampung yang dikembangkan oleh Dinas Pariwisata Yogyakarta untuk tujuan pariwisata. Kampung tersebut merupakan salah satu dari 17 yang saat ini sedang dikembangkan oleh Pemerintah Kota Yogyakarta. Pepatnya, Kampung Dipowinatan terdapat di Kelurahan Keparakan, Kecamatan Mergangsan, Kota Yogyakarta. Keunggulan utama yang ditonjolkan oleh kampung itu adalah adanya konsep live in atau rekreasi yang berpadu dengan masyarakat sekitar sekaligus membaur dengan unsur budaya dan lokalitas masyarakat yang ada. Di dalam kampung tersebut, pengunjung akan disuguhi beberapa fasilitas unik seperti berkunjung ke rumah-rumah keluarga Jawa dengan mengenakan pakaian adat Jawa dan ditambah dengan adanya hiburan kesenian sekaligus sajian kuliner khas Jawa. Outdoor 220000 Kabupaten Sleman Wisata desa, homestay, kuliner lokal, aktivitas pedesaan, taman bunga, toko kerajinan."
79,Watu Mabur Mangunan,"Kawasan Tebing Watu Mabur ini terbilang belum lama dikenal oleh masyarakat. Hal ini memang terjadi karena dahulu potensi wisata di kawasan Mangunan belum dikembangkan sedemikian rupa. Dahulu Kawasan Tebing Watu Mabur merupakan kawasan yang digunakan untuk perkemahan. Area perkemahannya sendiri cukup luas yang bisa menampung puluhan tenda besar. Sampai sekarang kawasan perkemahannya masih ada, namun jarang digunakan untuk aktivitas perkemahan, karena di Yogyakarta begitu banyak spot untuk berkemah. Mengunjungi Tebing Watu Mabur tidak lengkap jika tidak mencoba beberapa spot fotonya yang sekarang sangat hits. Spot foto yang paling terkenal ialah jalan raya / landasan pacu yang ujungnya tepat menghadap jurang. Sehingga ketika anda foto di tempat ini seperti sedang berada di jalan yang tidak berujung.",Outdoor,2500,Kabupaten Bantul,"Batu besar, spot berjemur, trekking, area piknik, spot foto, fasilitas parkir.","79 Watu Mabur Mangunan Kawasan Tebing Watu Mabur ini terbilang belum lama dikenal oleh masyarakat. Hal ini memang terjadi karena dahulu potensi wisata di kawasan Mangunan belum dikembangkan sedemikian rupa. Dahulu Kawasan Tebing Watu Mabur merupakan kawasan yang digunakan untuk perkemahan. Area perkemahannya sendiri cukup luas yang bisa menampung puluhan tenda besar. Sampai sekarang kawasan perkemahannya masih ada, namun jarang digunakan untuk aktivitas perkemahan, karena di Yogyakarta begitu banyak spot untuk berkemah. Mengunjungi Tebing Watu Mabur tidak lengkap jika tidak mencoba beberapa spot fotonya yang sekarang sangat hits. Spot foto yang paling terkenal ialah jalan raya / landasan pacu yang ujungnya tepat menghadap jurang. Sehingga ketika anda foto di tempat ini seperti sedang berada di jalan yang tidak berujung. Outdoor 2500 Kabupaten Bantul Batu besar, spot berjemur, trekking, area piknik, spot foto, fasilitas parkir."
