Place_ID,Place_Name,Deskripsi,Jam,Harga,lokasi,fasilitas,Detail_lokasi
39,Kampung Wisata Rejowinangun,"Kampung wisata Rejowinangun terletak di Kelurahan rejowinangun, Kecamatan Kotagede, Kota Yogyakarta tepatnya sebelah selatan Kebun binatang Gembiraloka. Kampung wisata ini telah dirintis sejak tahun 2010 dan dengan kerjasama seluruh elemen masyarakat, pada tanggal 04 Oktober 2013 oleh Kepala dinas Pariwisata Kota Yogyakarta, Kampung Wisata Rejowinangun diresmikan. Kelurahan Rejowinangun merupakan satu kelurahan dari tiga kelurahan yang ada di Kecamatan Kotagede, sebuah kecamatan diujung timur Kota Yogyakarta yang terkenal dengan perak dan bekas kerajaan Mataram. Kelurahan Rejowinangun memiliki banyak potensi yang jika dikembangkan sungguh akan sangat luar biasa, meskpun saat ini yang terkenal baru Kebun Raya Kebun Binatang (KRKB) Gembiraloka yang lokasinya berada di wilayah Kelurahan Rejowinangun. Dengan adanya tempat wisata KRKB Gembiraloka di wilayah ini, berusaha mengembangkan wilayah kelurahan dengan potensi yang ada sehingga wisatawan selain mengunjungi Gembiraloka bisa singgah di kampung wisata ini.",00.00 - 23.59,0,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3952.7593615558762!2d110.39626097476618!3d-7.815277592205316!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a576c91b42bc9%3A0x3d6b43545f6606be!2sKampung%20Wisata%20Rejowinangun!5e0!3m2!1sid!2sid!4v1715392613289!5m2!1sid!2sid,"Wisata desa, homestay, kuliner lokal, lokakarya kerajinan, pemandangan pedesaan, area pertunjukan seni.","Jalan Nyi Adisari, Gg. Dahlia I pilahan KG I No.722, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55171"
40,Kauman Pakualaman Yogyakarta,"Pakualaman adalah sebuah kecamatan di Kota Yogyakarta, Provinsi Daerah Istimewa Yogyakarta, Indonesia. Kecamatan ini terletak di antara Sungai Code dan Sungai Manunggal. Nama 'Pakualaman' diambil dari Puro Paku Alaman, kediaman resmi Sri Paduka Pakualam yang terletak tepat di tengah-tengah kecamatan ini. Sebelumnya, Pakualaman bukan bagian kota Yogyakarta, melainkan Kabupaten Kota Pakualaman, yang dihapus setelah terbentuknya Pemerintah Kota Yogyakarta pada 1947.",00.00 - 23.59,0,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d7905.797449288717!2d110.36542859283377!3d-7.800545988632616!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a5782326aaab1%3A0xe8adf1fc540bcda3!2sPura%20Pakualaman!5e0!3m2!1sid!2sid!4v1715392703088!5m2!1sid!2sid,"Pusat kebudayaan, bangunan bersejarah, area pertunjukan seni, taman kota, kafe, toko seni.",
41,Alun-alun Utara Keraton Yogyakarta,Alun-alun utara atau dalam Bahasa Jawa disebut Alun-alun Lor merupakan salah satu land mark Kota Yogyakarta yang berupa sebuah tanah lapang yang berada di depan Keraton Yogyakarta. Disebut Alun-alun Lor karena di Kota Yogyakarta terdapat dua alun-alun yang letaknya di sebelah selatan dan utara dari Keraton Yogyakarta. Alun-alun Lor berbentuk persegi dengan luas 150 x 150 meter dengan dua pohon beringin besar berpagar yang berada di tengah alun-alun. Dua Pohon Beringin Besar itu masing-masing diberi nama Kyai Dewandaru dan Kyai Wijayandaru. Pada masa lalu di sekeliling Alun-alun Lor ditanam 63 Pohon Beringin yang melambangkan umur Nabi Muhammad SAW.,00.00 - 23.59,0,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3952.8667275112566!2d110.3618508747661!3d-7.803930742216381!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a578eff189057%3A0xfa69e0635f45b96d!2sAlun-Alun%20Lor%20Yogyakarta!5e0!3m2!1sid!2sid!4v1715392735232!5m2!1sid!2sid,"Lapangan terbuka, taman kota, area berkumpul, sepeda sewa, pemandangan malam, area kuliner.","Jl. Alun-Alun Utara, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122"
42,Pantai Goa Cemara,"Pantai Goa Cemara (bahasa Jawa: ê¦¥ê¦±ê¦¶ê¦±ê¦¶ê¦‚â€‹ ê¦’ê¦¸ê¦®â€‹ ê¦•ê¦ºê¦©ê¦«, translit. Pasisir Guwa Cemaraâ€‹) adalah objek wisata pantai yang terletak di Dusun Patihan, Desa Gadingsari, Kecamatan Sanden, Kabupaten Bantul. Daerah Istimewa Yogyakarta. Pantai ini terletak tepatnya berdampingan dengan Pantai Samas dan Pantai Pandansari.\n\nPantai ini memiliki pasir berwarna hitam tapi lembut dengan ombak yang cukup besar kerakteristik pantai selatan. Pantai ini merupakan pantai pengembangan baru dimana terdapat banyak pohong Cemara udang rindang membentuk seperti goa, hal ini yang membuat pantai ini dinamai Goa Cemara. Pohon Cemara ini bertujuan untuk melindungi abrasi air laut dan menahan gumuk pasir supaya tidak mengalamai perpindahan akibat tiupan angin.",00.00 - 23.59,4000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3950.995274444037!2d110.24419939678955!3d-7.999422999999995!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7b019a9d466d4d%3A0x120dd2ab8dbce03b!2sPantai%20Goa%20Cemara!5e0!3m2!1sid!2sid!4v1715392775950!5m2!1sid!2sid,"Pantai eksotis, spot snorkeling, area piknik, warung makan pantai, olahraga air, pemandangan laut.","Jl. Lintas Sel., Patihan, Gadingsari, Kec. Sanden, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55763"
43,Blue Lagoon Jogja,"Blue Lagoon adalah salah satu wisata air Jogja yang sudah sangat terkenal dan banyak dikunjungi oleh wisatawan dari berbagai daerah penjuru. Banyak yang menganggap bahwa Blue Lagoon sebagai surga wisata Jogja tersembunyi. Meskipun keindahan yang ditawarkan oleh tempat ini sangat mahal, namun untuk bisa menikmatinya kamu tidak perlu merogoh kocek dalam2. Karena budget untuk masuk ke area wisata ini tidak semahal yang ada di Islandia.",06.00 - 17.00,10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3953.816490050098!2d110.44653537476493!3d-7.702832792314721!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a5c75eba9da15%3A0xd4d6063b3b163462!2sBlue%20Lagoon%20Jogja!5e0!3m2!1sid!2sid!4v1715392801697!5m2!1sid!2sid,"Pemandangan danau biru, perahu dayung, area berjemur, spot foto, tempat bersantai, kafe pinggir danau.","Area Sawah, Widodomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584"
44,Gumuk Pasir Parangkusumo,"Gumuk Pasir Parangkusumo (bahasa Jawa: ê¦’ê¦¸ê¦©ê¦¸ê¦ê§€â€‹ê¦¥ê¦±ê¦¶ê¦‚â€‹ê¦¥ê¦«ê¦â€‹ê¦ê¦¸ê¦±ê¦¸ê¦©, translit. Gumuk Pasir Parangkusuma) adalah objek wisata di Kabupaten Bantul, Yogyakarta, letaknya di sebelah barat Pantai Parangtritis, yaitu di Desa Parangtritis, Kecamatan Kretek, Kabupaten Bantul, Daerah Istimewa Yogyakarta. Gumuk Pasir ini memiliki sejumlah keistimewaan terkait dengan jumlahnya hanya terbatas di dunia.\nNama ""Gumuk"" berasal dari bahasa Jawa yang artinya gundukan-gundukan pasir yang terhampar luas. Gumuk Pasir Yogyakarta terbentuk dari material Gunung Merapi yang kemudian mengalami transportasi melalui Sungai Opak dan Sungai Progo yang kemudian terbawa ombak dan mengendap di pantai. Material yang mengendap kemudian mengering dan terbawa angin lalu terbang kedaratan sehingga mengalami proses deposisi menjadi Gumuk Pasir.",07.00 - 18.00,0,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3950.8106719219736!2d110.31697597476851!3d-8.018449992007879!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7b009013455d2f%3A0x22e1771beec2dd40!2sGumuk%20Pasir%20Parangkusumo!5e0!3m2!1sid!2sid!4v1715392827520!5m2!1sid!2sid,"Bukit pasir, spot sunset, aktivitas sandboarding, area berkemah, tempat fotografi, warung kopi.","Jl. Pantai Parangkusumo RT. 1 Grogol 10, Jl. Pantai Parangkusumo No.16, Pantai, Parangtritis, Kec. Kretek, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55772"
45,Bukit Lintang Sewu,"Bukit Lintang Sewu ini berasal ketika pada saat malam hari di bukit ini terlihat ribuan bintang â€“ bintang yang membentang luas di angkasa. Dalam bahasa Jawa Bukit Seribu Bintang adalah Bukit Lintang Sewu (lintang: bintang, sewu: seribu). Pemandangan alam yang tidak kalah mempesona membuat Bukit Langit Sewu ini menjadi tempat favorit bagi pecinta alam. Pada saat menuju bukit, pengunjung akan disuguhkan dengan pepohonan pinus, tetapi saat sampai pengunjung akan disuguhkan panorama hutan Kayu Putih yang menjadi keunikan tempat wisata ini. Diatas pohon Kayu Putih ini juga terdapat Burung Alap-alap yang melintas diatas pohonnya. Selain itu pengunjung juga akan dimanjakan dengan deretan pegunungan seperti Gunung merbabu, Gunung Sumbing, Menoreh, dan Gunung Merapi.",08.00 - 21.00,2000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3951.8014335558296!2d110.43406867476743!3d-7.915799692107623!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a53828cd3eced%3A0x87a0debce17a6da7!2sBukit%20Lintang%20Sewu!5e0!3m2!1sid!2sid!4v1715392866176!5m2!1sid!2sid,"Bukit hijau, trekking, spot sunrise/sunset, area berkemah, gazebo, spot foto alam.","Karang Asem, Muntuk, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783"
46,Studio Alam Gamplong,"Studio Gamplong atau Studio Alam Gamplong adalah sebuah tempat wisata yang terletak di Desa Gamplong, Kecamatan Moyudan, Kabupaten Sleman. Tempat tersebut awalnya adalah tempat pengambilan gambar film Sultan Agung: Tahta, Perjuangan, Cinta dan Bumi Manusia karya Hanung Bramantyo. Tempat tersebut didirikan di atas lahan seluas 2,5 hektar. Tempat tersebut diresmikan oleh Presiden Joko Widodo pada 15 Juli 2018.",09.00 - 17.00,10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3952.849111522822!2d110.23415547476615!3d-7.805793592214546!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7af9ff6dd01d45%3A0x43db2ec637a30b5d!2sGamplong%20Studio%20Alam!5e0!3m2!1sid!2sid!4v1715392892215!5m2!1sid!2sid,"Studio seni alam, lokakarya kreatif, galeri seni, taman bermain anak, toko suvenir, kafe.","Gamplong 1, Dukuh, Sumberrahayu, Kec. Moyudan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55563"
47,Watu Lumbung,"Letak Kampung Edukasi Watu Lumbung yang berada di area perbukitan dipenuhi rerimbunan pohon jati, membuat pemandadangan dari tempat ini sangat indah sekali. Watu Lumbung dikonsep oleh M Boy Rifai sebagai tempat yang mengajarkan nilai-nilai edukasi, di mana Boy Rifai telah berhasil menyulap lahan tandus yang dulunya dibiarkan saja, kini menjadi tempat eksotis untuk menikmati malam maupun melihat sunset dan sunrise. Untuk menjaga keasrian di daerah sekitar tempat wisata pengelolah sengaja membangun area ini sebagai kawasan wisata yang selaras dengan alam.",00.00 - 23.59,5000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15796.664274808238!2d110.68997924413897!3d-8.186020269525638!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7bb8b1ffc333c3%3A0x15c44b48d96babc1!2sPantai%20Watu%20Lumbung!5e0!3m2!1sid!2sid!4v1715392916451!5m2!1sid!2sid,"Batu besar, spot sunset/sunrise, trekking, area piknik, pemandangan alam, warung","Area Hutan, Balong, Kec. Girisubo, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55883"
48,Air Terjun Kedung Pedut,"Air Terjun Kedung Pedut atau biasa disebut Curug Kedung Pedut berasal dari istilah bahasa Jawa. Curug yang berarti air terjun, kedung berarti kubangan atau kolam, dan pedut berarti kabut. Air Terjun Kedung Pedut merupakan salah satu wisata alam yang di Kulonprogo yang dikenal karena keindahan warna airnya.",08.00 - 16.00,20000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3953.18697915384!2d110.11849577476575!3d-7.769987492249361!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7aefcb98e324b9%3A0x417b7b093fdf367f!2sKEDUNG%20PEDUT!5e0!3m2!1sid!2sid!4v1715392941032!5m2!1sid!2sid,"Air terjun alami, trekking, area berenang, spot foto, piknik, fasilitas toilet.","Jl. Kutogiri Gunung Kelir, Kembang, Jatimulyo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674"
49,Puncak Kebun Buah Mangunan,"Berlibur di pegunungan memang menyenangkan. Dapat menikmati sejuknya udara serta pemandangan indah dari atas perbukitan. Wisata seperti ini dapat dinikmati di Bantul, tepatnya di Kebun Buah Mangunan. Beruntungnya Jogja dikaruniai bentang alam yang begitu indah. Ada pantai, gunung, bukit, serta kota dan budaya yang sangat menarik. Kebun Buah Mangunan hadir sebagai objek wisata yang begitu menarik minat wisatawan. Apalagi di pagi hari, pemandangannya tak ubahnya seperti negeri di atas awan.",05.00 -18.00,5000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d1975.7779012796111!2d110.42235269839479!3d-7.941371799999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a5366aaaaaaab%3A0x11765ecd87201338!2sKebun%20Buah%20Mangunan!5e0!3m2!1sid!2sid!4v1715392975100!5m2!1sid!2sid,"Puncak bukit, kebun buah, area foto, taman bermain anak, warung buah segar, pemandangan lembah.","Jl. Imogiri - Dlingo, Sukorame, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783"
50,Desa Wisata Gamplong,"Desa Wisata Gamplong adalah desa wisata kerajinan tenun yang berada di Padukuhan Gamplong Desa Sumber Rahayu Kecamatan Moyudan Kabupaten Sleman, Yogyakarta. Desa wisata yang terletak di sebelah barat Kota Yogyakarta ini cukup menarik untuk disinggahi wisatawan terlebih karena masih adanya industri kerajinan tenun tradisional dengan menggunakan Alat Tenun Bukan Mesin (ATBM). Dengan ATBM, masyarakat perajin Gamplong mampu menghasilkan kain tenun sebagai bahan stagen (kain panjang untuk melilit bagian perut wanita). Selain kerajinan tenun, perajin juga mampu memproduksi kerajinan anyaman untuk suvenir.",07.00 - 17.00,10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3952.849111522822!2d110.23415547476615!3d-7.805793592214546!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7af9ff0e7b2051%3A0x5f140fe81056e3f0!2sDesa%20Wisata%20Gamplong!5e0!3m2!1sid!2sid!4v1715392998535!5m2!1sid!2sid,"Wisata desa, homestay, aktivitas pedesaan, kuliner lokal, taman bunga, area pertunjukan seni.","Gamplong Moyudan, Dukuh, Sumberrahayu, Kec. Moyudan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55563"
51,Kawasan Wisata Sosrowijayan,"Tempat wisata Sosrowijayan memang selama ini dikenal sebagai Wisata Kampung bule, lokasinya sendiri berada di pusat kota Yogyakarta sehingga hampir tiap hari di lokasi ini banyak sekali pengunjungnya yang sangat padat. Bagi Anda yang ingin berkunjung ke sini, harus menggunakan kendaraan karena dari arah stasiun Tugu Anda tinggal berjalan selama 200 meter selanjutnya anda pun akan langsung menemukan daerah Sosrowijayan yang mempunyai tanda yaitu Sebuah Jalan Kecil menuju Barat dengan nama yang sama. Wisata unik sosrowijayan menjadi membagi dua daerah yaitu Sosrowijayan Wetan dan Sosrowijayan Kulon dan menjadi penghubung jalan Jogonegaran dan Jalan Malioboro. Akan tetapi untuk Sosrowijayan Wetan yang saat ini langsung terkenal sampai ke penjuru dunia dan dikenal sebagai Kampung turis kedua di Yogyakarta setelah Prawirotaman. Karena disebut Kampung bule maka disini pun anda akan melihat banyak sekali turis dari mancanegara yang menikmati suasana malam di Yogyakarta. Anda pun bisa melihat dua buah busuk seperti yang ada di daerah Prawirotaman ketika memasuki dan pertama. Di daerah ini banyak sekali buku yang dijual seperti novel berbahasa Inggris, buku kecil berbahasa Indonesia, dan beberapa buku yang berkualitas dan pastinya akan memberikan pendidikan bagi para pembacanya.",00.00 - 23.59,0,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3952.9830056770215!2d110.35938107476605!3d-7.791623492228332!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a5826a47f080b%3A0xdb58b86128b08e29!2sKawasan%20wisata%20Sosrowijayan!5e0!3m2!1sid!2sid!4v1715393437481!5m2!1sid!2sid,"Kafe malam, pusat keramaian, pertunjukan musik, area belanja, jajanan khas, tempat ngopi.","Jl. Sosrowijayan No.69, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271"
52,Grojogan Watu Purbo Bangunrejo,"Objek wisata itu tak adalah Grojogan Watu Purbo yang berada di Bangunrejo, Merdikorejo, Kecamatan Tempel. Objek wisata itu sekitar setahun terakhir cukup populer di kalangan wisatawan karena memiliki pemandangan eksotis berupa air terjun yang memiliki enam tingkatan. Wisatawan yang datang rata-rata menjadikan air terjun itu sebagai latar untuk swafoto karena pemandangannya yang dinilai instagramable. Grojokan Watu Purbo ini tepatnya berlokasi di aliran Kali Krisak, yang merupakan jalur dari lahar dingin yang mengalir dari Gunung Merapi. Pemandangan kawasan ini eksotis karena dikepung pepohonan asri serta hamparan sawah. Munculnya air terjun atau grojogan ini berasal dari enam dam dengan ketinggian bervariasi tak lebih dari 10 meter.",07.00 - 17.30,10000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3954.4864267733296!2d110.33819457476444!3d-7.630720392384998!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a61a211fa698d%3A0x1582552d652e1c6f!2sGrojogan%20Watu%20Purbo!5e0!3m2!1sid!2sid!4v1715393468171!5m2!1sid!2sid,"Air terjun alam, trekking, spot foto, area piknik, fasilitas parkir, warung makan.","Jl. Grojogan Watu Purbo, Bangunrejo, Merdikorejo, Kec. Tempel, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55552"
53,Wisata Alam Kalibiru,"Kalibiru sebenarnya adalah sebuah nama hutan yang saat ini diolah menjadi sebuah tempat wisata alam. Hutan Kalibiru memiliki ketinggian 450 mdpl dan berupa kawasan perbukitan yang subur. Suhu udara di tempat ini sangat sejuk. Kalibiru dikelola oleh pemerintah dan masyarakat setempat sebagai wisata alam dan edukasi. Ada banyak hal yang bisa didapatkan di sana, termasuk outbond, penginapan, dan beberapa spot untuk mencari foto kekinian. Ada juga jalur trekking yang juga bisa dijadikan lokasi camping.",08.00 - 16.00,20000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3952.8250096663737!2d110.12683727476616!3d-7.8083415922120345!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7aeff7861e0b91%3A0x5604e4ced3f4227e!2sWisata%20Alam%20Kalibiru!5e0!3m2!1sid!2sid!4v1715393498416!5m2!1sid!2sid,"Spot pandang, area berkemah, spot foto, flying fox, trekking, warung makan.","Jalan Waduk Sermo, Kalibiru, Hargowilis, Kec. Kokap, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55653"
54,Jogja Exotarium,"Di Yogyakarta, tepatnya di Sleman, ada satu tempat wisata edukasi yang patut dikunjungi. Namanya adalah Jogja Exotarium â€” terdengar unik, kan? Namun sebenarnya, tempat ini merupakan taman hewan berskala kecil. Koleksi hewannya beragam dan bisa diajak berinteraksi secara langsung",08.00 - 17.00,20000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3953.5680528500493!2d110.3565227247654!3d-7.729404742288906!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a58c6bcc7c0c7%3A0xb9ffae44fa6180c3!2sMini%20Zoo%20Jogja%20Exotarium%20(pintu%20utama)!5e0!3m2!1sid!2sid!4v1715393527315!5m2!1sid!2sid,"Taman binatang, wahana edukasi, pertunjukan hewan, area bermain anak, kafe, toko suvenir.","Jl. Kabupaten No.99 Duwet, Duwet, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285"
55,Puncak Gunung Api Purba - Nglanggeran,"Gunung Nglanggeran adalah sebuah gunung di Daerah Istimewa Yogyakarta, Indonesia. Gunung ini merupakan suatu gunung api purba yang terbentuk sekitar 0,6-70 juta tahun yang lalu atau yang memiliki umur tersier (Oligo-Miosen). Gunung Nglanggeran memiliki batuan yang sangat khas karena didominasi oleh aglomerat dan breksi gunung api. Gunung ini terletak di Desa Nglanggeran, Kecamatan Patuk, Kabupaten Gunung Kidul yang berada pada deretan Pegunungan Baturagung.",00.00 - 23.59,10000,"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3952.5129939569456!2d110.5404810747666!3d-7.841252992180091!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a4e38f83f8387%3A0x7b1869f5bef5b000!2sJalur%20pendakian%20Gunung%20Api%20Purba%20-%20Nglanggeran!5e0!3m2!1sid!2sid!4v1715393554730!5m2!1sid!2sid","Puncak bukit, trekking, spot sunrise/sunset, area berkemah, batu-batu vulkanik, gazebo.","Nglanggeran Wetan, Nglanggeran, Kec. Patuk, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55862"
56,Bendung Lepen,"Bendung Lepen sendiri dulunya merupakan saluran irigasi yang tidak sebersih sekarang ini. Sebelumnya, tempat ini merupakan saluran irigasi yang kumuh disertai taman desa yang tak terurus. Namun, kesadaran para pemuda akan kebersihan lingkungan mengubah kali (sungai/lepen) yang semula begitu kotor menjadi tempat wisata yang disenangi banyak orang. Bendung Lepen sekarang menjadi indah dan dipenuhi ikan nila dan gurame. Jika dulunya hanya menjadi taman wisata yang tidak terurus dan kumuh, sekarang ini Bendung Lepen menjadi destinasi wisata yang nyaman dikunjungi bersama keluarga. Bahkan di kala pandemi COVID-19 ini, Bendung Lepen tidak kekurangan peminat. Masih banyak anak-anak yang menikmati senja dengan riang sambil memberi makan ikan di kali. Tentunya ditemani oleh orang tuanya yang juga bisa mencuci mata melihat aliran air yang jernih dengan ikan warna-warni yang berenang di kali. Selain itu, banyak juga anak muda yang duduk-duduk di taman sembari menikmati udara sore yang sejuk ditemani segelas es teh.",05.30 - 22.00,0,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3952.6082364682175!2d110.39156277476634!3d-7.831221392189814!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a575796e0e4d5%3A0x65bc00150955aeab!2sBendhung%20Lepen!5e0!3m2!1sid!2sid!4v1715393580114!5m2!1sid!2sid,"Bendungan, area piknik, spot berenang, olahraga air, warung makan, tempat duduk bersantai.","Mrican UH7/ 338, Giwangan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55163"
57,Bunker Kaliadem Merapi,"Bunker Kaliadem merupakan objek wisata yang terletak di lereng selatan Gunung Merapi. Destinasi wisata ini banyak menyimpan jejak erupsi gunung tersebut, terutama tahun 2006 dan 2010. Lokasi fenomenal tersebut berada di ketinggian lebih dari 2.000 meter di atas permukaan laut. Berada di Kabupaten Sleman, wisatawan diajak menyaksikan kegagahan Merapi dari jarak lima kilometer. Kawasan ini memadukan sejarah, keindahaan serta keunikan alam gunung merapi dengan fenomena vulkaniknya.",00.00 -23.59,3000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3954.9246721753175!2d110.44560527476388!3d-7.58317859243133!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a66afbed3ead3%3A0x400208ebbdc0d806!2sBunker%20Kaliadem%20Merapi!5e0!3m2!1sid!2sid!4v1715393606247!5m2!1sid!2sid,"Bangunan bersejarah, bunker perang, area edukasi, pemandangan Gunung Merapi, spot foto, fasilitas parkir.","Hargobinangun, Kabupaten Sleman, Daerah Istimewa Yogyakarta"
58,Ledok Sambi,"Desa wisata Ledok Sambi merupakan desa yang mempunyai nuansa alami asli Jogja, yang berlokasi dekat dengan Gunung Merapi atau berada di Jl. Kaliurang Km. 19,2 Padukuhan Sambi Desa Pakembinangun Kec. Pakem Kabupaten Sleman Daerah Istimewa Yogyakarta. Pemandangan alam yang indah dapat memberikan kesejukan, kesegaran dan ketentraman hati. Sepanjang mata memandang di Desa wisata ini anda akan disuguhkan bentangan luasnya persawahan yang alami dan asri dan juga pepohonan yang hijau nan rindang serta kejernihan air yang dimiliki wilayah Desa Wisata Ledok Sambi. Rumah-rumah Tradisional khas Jogja yang luas dijadikan sebagai tempat bermain sambil menikmati udara sejuk yang menenangkan hati jiwa dan pikiran.",08.00 - 17.00,0,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3954.3348600554536!2d110.42552487476435!3d-7.647094292369026!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a5de21c5696bb%3A0x1c946f8d6d01946!2sLedok%20Sambi!5e0!3m2!1sid!2sid!4v1715393629093!5m2!1sid!2sid,"Kolam renang alami, spot berjemur, area piknik, fasilitas olahraga, warung makan, taman hijau.","No.KM. 19, Jl. Kaliurang No.2, Area Sawah, Pakembinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582"
59,Seribu Batu Songgo Langit,"Nama Seribu Batu Songgo Langit memiliki makna tersendiri. Sebelum jadi tempat wisata, di lokasi ini terdapat ratusan bahkan ribuan batu dan pastinya hutan pinus. Songgo langit berarti penyangga langit, hal ini dikarenakan di Seribu Baru Songgo Langit terdapat bukit yang seakan akan merupakan tiang dari langit .Seribu Batu Songgo Langit merupakan tempat wisata di kawasan Dlingo yang menawarkan berbagai macam atraksi wisata, namun kebanyakan adalah spot foto. Spot foto di Seribu Batu hampir semuanya anti mainstream. Anda akan menemui beberapa spot foto dalam empat bagian di tempat wisata ini. Memasuki gerbang Seribu Batu Songgo Langit anda diharuskan untuk menuruni tangga yang terbuat dari kayu untuk mencapai spot pertama. Spot pertama ini menawarkan rumah dongeng seribu kayu. Spot ini berbentuk rumah kecil-kecil yang menyerupai rumah kurcaci dalam dongeng. Terdapat tujuh buah rumah kurcaci yang ditata secara mengerucut sehingga akan menciptakan angle foto yang bagus.",06.00 - 21.00,2000,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3951.654577617673!2d110.42834407476755!3d-7.931098392092763!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e7a531be5da247f%3A0x51f131c4dc279d01!2sSeribu%20Batu%20Songgo%20Langit!5e0!3m2!1sid!2sid!4v1715393659935!5m2!1sid!2sid,"Kebun bunga, spot foto, taman bermain anak, area piknik, tempat bersantai, kafe.","Jl. Hutan Pinus Nganjir, Sukorame, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783"
